code,description,required_qty,cost,retail
913000000917,F/ASS TOP SHOP & TOTY FR D,4,50,180
913000000179,F/ASS TREVI,4,25,150
913000000919,F/ASS TROY FR F2,3,37.4713461538462,180
913000001037,F/ASS TROYIT F2,1,0,250
913000000661,F/ASS TRUSSARDI ITALY F2,34,42.4513580246914,560
913000000602,F/ASS TRY FR ITALY,6,19.5625,480
913000000077,F/ASS TRY TG,11,115,300
913000000311,F/ASS TURBO,1,50,180
913000000188,F/ASS TURTLES,90,85,120
913000000200,F/ASS TUTO ITALIANO,1,42.25,180
913000000920,F/ASS TWENTY2 FR D,14,34.9966666666667,250
913000000572,F/ASS TWILL ITALY FR,409,19.6263544303797,290
913000000175,F/ASS TWIN TWIST,13,100,200
913000000643,F/ASS U-LITE FR ITALY,1,19.56,350
913000000978,F/ASS ULTRALIGHT,30,49.81425,600
913000000673,F/ASS V12 ITALY FR,9,26.8255555555556,250
913000000386,F/ASS VALANTINI YUDASHKIN ,1,40.895,250
913000000587,F/ASS VALENTINO FR ITALY,1,143.365,480
913000000925,F/ASS VANS & ZEROX F2 D,20,34,140
913000000924,F/ASS VARIETY F2 D,3,80.1275,350
913000000923,F/ASS VARIETY FR D,1,50.76,250
913000001042,F/ASS VELENTINO F1,-4,0,250
913000000990,F/ASS VERONA D,1,18.055,280
913000000926,F/ASS VERSACE F2 D,1,55.1,250
913000000932,F/ASS VERSINO & VERSUS FR ,5,34,180
913000000609,F/ASS VICENTI FR ITALY,6,22.13,480
913000000114,F/ASS VIERRI 2 METAL FR,2,86.84,320
913000000340,F/ASS VIGOUR FR D,55,15.3988688946015,250
913000000927,F/ASS VINTAGE ITALY F2,1,190,500
913000000928,F/ASS VIOLA & VIRGO FR D,1,49.2,180
913000001018,F/ASS VISIBILIA,1,29.96,290
913000000993,F/ASS VISTA,9,72.325,380
913000000503,F/ASS VIVA FR D,1,40,290
913000000193,F/ASS VOGA,10,72,190
913000000289,F/ASS VOLLY BALL,1,80,250
913000000597,F/ASS WANDER FR ITALY,4,19.5625,600
913000000224,F/ASS WEST CHILD,2,35,190
913000000991,F/ASS WEST CLIPON,4,109.535,450
913000000456,F/ASS WHITE LED FR D,15,16.72,250
913000000776,F/ASS WHY NOT ITALY F1,2,40.895,320
913000000662,F/ASS WHY NOT ITALY F2,11,40.9,390
913000001016,F/ASS WINCHESTER,2,29.96,250
913000000398,F/ASS WIND FR,2,18.375,250
913000000087,F/ASS WOOD FRANCE,26,300,600
913000000929,F/ASS XENITH ITALY FR,5,414,850
913000000131,F/ASS X-LINE FR D,15,9.65104166666667,250
913000000003,F/ASS XYI WEAR,29,281,600
913000000408,F/ASS YOUS FR,5,57.0842857142857,480
913000001031,F/ASS Y-S-L F1 ,10,0,250
913000000101,F/ASS YUPPIE,9,32.8762962962963,250
913000000512,F/ASS ZARA FR D,3,30,250
913000000931,F/ASS ZAXIO & ZOFF FR D,3,34.25,140
913000000010,F/ASS ZEISS,91,39.7914432989691,220
913000001017,F/ASS ZERO,6,29.96,250
913000000466,F/ASS ZUOBIAO FR D,2,15,250
911000037401,F/F1 AGATHA RUIZ AS,18,204,650
911000083013,F/F1 ANGRY BIRD AB002,1,154.095,420
911000001779,F/F1 AR ADIDAS OR 5004,1,78.84,550
911000001622,F/F1 ARMANI EX 3115,-2,206,750
911000000368,F/F1 ARMANI EXCHANGE 1027,-1,232,830
911000001673,F/F1 ARMANI EXCHANGE 1055,1,210,680
911000001674,F/F1 ARMANI EXCHANGE 1064,-3,210,720
911000001771,F/F1 ARMANI EXCHANGE 1068,-2,420,650
911000000375,F/F1 ARMANI EXCHANGE 3016,-3,209.345,670
911000001676,F/F1 ARMANI EXCHANGE 3078,-1,210,680
911000001493,F/F1 ARMANI EXCHANGE 3083U,7,197.318,720
911000001494,F/F1 ARMANI EXCHANGE 3103,-7,204.726666666667,720
911000001677,F/F1 ARMANI EXCHANGE 3108,-1,210,670
911000001761,F/F1 ARMANI EXCHANGE 3118U,-1,0,650
911000001678,F/F1 ARMANI EXCHANGE 3119,-2,210,670
911000001762,F/F1 ARMANI EXCHANGE 3126,-1,420,670
911000002024,F/F1 ARMATI & ARMATI CLIP,-5,27.2086956521739,350
911000001601,F/F1 ARNETTE 4274,-1,231.78,780
911000067007,F/F1 ARNETTE 6001,3,153.956666666667,530
911000067016,F/F1 ARNETTE 6003,1,193.51,615
911000067008,F/F1 ARNETTE 6016,1,0,600
911000067009,F/F1 ARNETTE 6021,1,172.85,530
911000067011,F/F1 ARNETTE 6023,1,190.406,530
911000067021,F/F1 ARNETTE 6026,2,218.736,480
911000067060,F/F1 ARNETTE 6028,1,232.05,650
911000067076,F/F1 ARNETTE 6101,2,212.405,600
911000000379,F/F1 ARNETTE 6119,1,198.705,735
911000001763,F/F1 ARNETTE 6149,-1,0,620
911000067067,F/F1 ARNETTE 7032,1,212.75,630
911000067033,F/F1 ARNETTE 7033,1,248,550
911000067027,F/F1 ARNETTE 7036,1,186.3975,470
911000067044,F/F1 ARNETTE 7049,-1,152.81,550
911000067071,F/F1 ARNETTE 7090,1,179.483333333333,520
911000000382,F/F1 ARNETTE 7151,1,207.14,660
911000001420,F/F1 ARNETTE 7194,-3,163.293333333333,590
911000001764,F/F1 ARNETTE 7197,-1,165,550
911000001624,F/F1 ARNETTE 7208,-1,162.85,600
911000001679,F/F1 ARNETTE 7249,-1,164,500
911000001765,F/F1 ARNETTE 7259U,-1,330,550
911000001797,F/F1 AV ADIDAS OR 5044,-1,78.84,550
911000001861,F/F1 AV FERRAGAMO SF2224,-6,0,1000
911000001862,F/F1 AV FERRAGAMO SF2224N,6,166.44,1000
911000001894,F/F1 AV HUGO 0293,1,123.735,780
911000001889,F/F1 AV HUGO 1140,-1,117.634,780
911000002261,F/F1 AV POLICE VPLD08,1,89.79,650
911000061029,F/F1 BURBERRYS-2089,1,235.185,1250
911000001749,F/F1 BVLGAR 2212b,-1,0,2400
911000025082,F/F1 BVLGARI 4074B,2,663.31,1500
911000025100,F/F1 BVLGARI 4129,1,626.45,1400
911000001429,F/F1 BVLGARI 4191B,1,759,1700
911000083501,F/F1 CADILAC 1001,1,182.255,750
911000083502,F/F1 CADILAC 1002,1,180.415,750
911000083503,F/F1 CADILAC 1003,2,177.194897959184,750
911000083504,F/F1 CADILAC 1004,1,177.194857142857,750
911000083505,F/F1 CADILAC 1005,7,177.195,750
911000083506,F/F1 CADILAC 1006,5,177.194814814815,750
911000083509,F/F1 CADILAC 1009,1,187.037857142857,750
911000020018,F/F1 CARRERA C.CITY FOLDI F2,1,0,800
911000101904,F/F1 CHIARO,1,25.0548936170213,320
911000071059,F/F1 COACH 5016Q,-1,389,980
911000071025,F/F1 COACH 5028,1,364.74,830
911000071054,F/F1 COACH 5041,1,389,980
911000001083,F/F1 COACH 5103B,-1,237.5,1300
911000071040,F/F1 COACH 6001,2,273.37,870
911000071033,F/F1 COACH 6012,-1,283.27,830
911000071060,F/F1 COACH 6016,1,277,970
911000071019,F/F1 COACH 6034,1,303.403333333333,870
911000071045,F/F1 COACH 6046,1,266.7,730
911000001088,F/F1 COACH 6132,1,190,970
911000037704,F/F1 COOL SCATES CS-5,3,36.05,190
911000001090,F/F1 D&G 1228,1,195,400
911000005614,F/F1 D&G 1245,2,253.9,800
911000001092,F/F1 D&G 5060,1,195,500
911000005617,F/F1 D&G 5106,1,0,250
911000050021,F/F1 D&G-1141,1,350.525,550
911000000362,F/F1 DAVID GREEN,1,250.504761904762,850
911000002128,F/F1 DE ACUERDO,-9,27.0149315068493,400
911000001604,F/F1 DESPADA,1,49,420
911000001605,F/F1 DIVERSO,-1,47.2748571428571,450
911000041100,F/F1 DKNY 5649,1,109.985,550
911000001096,F/F1 DOLCE & GABBANA 1291,2,290,650
911000001097,F/F1 DOLCE & GABBANA 1292,1,290,600
911000001098,F/F1 DOLCE & GABBANA 1293,3,336.134166666667,650
911000000198,F/F1 DOLCE & GABBANA 1302,-1,671,2015
911000001104,F/F1 DOLCE & GABBANA 3126,1,290,550
911000001111,F/F1 DOLCE & GABBANA 3203,-1,290,700
911000001117,F/F1 DOLCE & GABBANA 3236,1,290,700
911000001119,F/F1 DOLCE & GABBANA 3246,-1,290,700
911000000095,F/F1 DOLCE & GABBANA 3274,1,322.285,800
911000001435,F/F1 DOLCE & GABBANA 5044,-1,413.73,1375
911000005096,F/F1 DOLCE GABBANA 1245,3,422.985,800
911000001756,F/F1 DOLCE GABBANA 1316,-1,0,1520
911000005076,F/F1 DOLCE GABBANA 3063,2,509.43,950
911000005105,F/F1 DOLCE GABBANA 3153PM,2,362.678,600
911000005047,F/F1 DOLCE GABBANA 4159,1,57.08,400
911000005101,F/F1 DOLCE GABBANA 5008,3,337.265,400
911000005102,F/F1 DOLCE GABBANA 5009,2,431.8,400
911000001755,F/F1 DOLCE GABBANA 5042,-1,0,1520
911000000024,F/F1 DUPONT 512,1,146.81,400
911000021028,F/F1 DUPONT D124-6052,1,700,1540
911000021027,F/F1 DUPONT-D519-6051,1,500,1100
911000010036,F/F1 E.ARMANI 1005,1,181.616,755
911000010051,F/F1 E.ARMANI 1013,1,381.27,890
911000010044,F/F1 E.ARMANI 3007,2,288.333333333333,755
911000010046,F/F1 E.ARMANI 3009,3,360.695,960
911000010053,F/F1 E.ARMANI 3019,1,369.75,960
911000010069,F/F1 E.ARMANI 3038,-1,271.232727272727,900
911000010103,F/F1 E.ARMANI 3069,1,275.382,1010
911000010136,F/F1 E.ARMANI 3117,-1,283.9,850
911000010054,F/F1 E.ARMANI ITALY F1,5,106.254761904762,560
911000010003,F/F1 E.ARMANI-201,1,270,400
911000007007,F/F1 EASYTWIST CLIP TURBO,14,155.648641975309,600
911000007002,F/F1 EASYTWIST ITALY FR,86,144.704961832061,580
911000000365,F/F1 EGO,7,16.67,320
911000000407,F/F1 EMPORIO ARMANI 3147,-1,259.02,950
911000001687,F/F1 EMPORIO ARMANI 3177,1,280,900
911000002117,F/F1 EMPORIO ARMANI 4152,1,421.546363636364,1100
911000002001,F/F1 EXALT SPACE,9,157,472
911000002003,F/F1 EXALT TITANIUM,23,104,370
911000028065,F/F1 EXALTO 203,3,290,435
911000028103,F/F1 EXALTO ATOM 2902,2,404.56,600
911000028104,F/F1 EXALTO ATOM 2903,3,447.393333333333,670
911000028105,F/F1 EXALTO ATOM 2915,2,539.173333333333,800
911000028107,F/F1 EXALTO ATOM 2933,2,505.53,750
911000028108,F/F1 EXALTO ATOM 2950,2,507.53,750
911000028109,F/F1 EXALTO ATOM 2951,3,505.53,750
911000028018,F/F1 EXALTO IN-4003,2,512,760
911000028008,F/F1 EXALTO-601,1,292,430
911000000009,F/F1 EXIST ,4,25,320
911000002301,F/F1 FERUCCI F1827,1,53.9306666666667,450
911000030001,F/F1 FIDELA ALEXANDER,4,111.755,250
911000030013,F/F1 FIDELA HELIUM,7,113,250
911000002025,F/F1 FORTEI & FORTEI CLIP,6,27.3549541284404,350
911000029120,F/F1 FRED HAUBAN F2 002,1,1550,4100
911000029127,F/F1 FRED WINCH F1 02 PLA,-1,1555,4100
911000029130,F/F1 FRED WINCH F2 02 PLA,1,1555,4100
911000011012,F/F1 G.ARMANI 1087,3,98,300
911000011028,F/F1 G.ARMANI 7004,2,396.93,1220
911000011029,F/F1 G.ARMANI 7008,3,461.55,1220
911000011037,F/F1 G.ARMANI 7022H,3,613.7,1720
911000011041,F/F1 G.ARMANI 7037,1,444.525,1550
911000011059,F/F1 G.ARMANI 7065Q,1,472.15,1800
911000011026,F/F1 GIORGIO ARMANI 5005,2,342.85,1550
911000001161,F/F1 GIORGIO ARMANI 7113,1,300,1802
911000000242,F/F1 GIVENCHY GV0020,1,163.88,790
911000000575,F/F1 GLODIATR ,5,10.95,320
911000001669,F/F1 GORGINA,1,30.4949,450
911000002126,F/F1 GREENWICH POLO CLUB,-2,81.065,550
911000034059,F/F1 GUCCI 3186,1,116.69,650
911000000255,F/F1 GUESS GU 2616,-1,71.01,650
911000037601,F/F1 GUY LAROCHE ASS,5,235.7525,755
911000000577,F/F1 HALSTROM,1,17.4233333333333,320
911000000008,F/F1 HAPPY VISION,12,18.18,320
911000000336,F/F1 HAPPY VISION 46021,1,115.25,480
911000001612,F/F1 IMPALA,4,26.965,450
911000037201,F/F1 INFINITY ASS,3,50.25,320
911000001614,F/F1 JUST POLO,2,26.58,450
911000065017,F/F1 KILLER LOOP 7106,1,81.1633333333333,450
911000065010,F/F1 KILLER LOOP 7663,1,79.6833333333333,450
911000065012,F/F1 KILLER LOOP 7668,8,86.8415384615385,450
911000000495,F/F1 LBO BELLA,1,52.75,320
911000096703,F/F1 LBO COLT C3509,2,62.895,380
911000000562,F/F1 LBO COLT C3530,2,169.113333333333,520
911000000560,F/F1 LBO COLT C3531,1,72.54,480
911000000848,F/F1 LBO ECOLINE E10,-1,45.85,290
911000000845,F/F1 LBO ECOLINE E5,1,34.3633333333333,290
911000000505,F/F1 LBO ECOLINE E7,1,34.395,290
911000000847,F/F1 LBO ECOLINE E9,1,34.934,290
911000000602,F/F1 LBO FERUCCI F1000,-1,130.606666666667,480
911000000673,F/F1 LBO FERUCCI F1208,1,35.75,320
911000096019,F/F1 LBO FERUCCI F1219,7,27.9233333333333,420
911000096020,F/F1 LBO FERUCCI F1220,19,31.9846666666667,420
911000000669,F/F1 LBO FERUCCI F1226,1,35.75,320
911000000469,F/F1 LBO FERUCCI F1228,24,34.345,420
911000000467,F/F1 LBO FERUCCI F1229,13,34.4144444444444,350
911000000662,F/F1 LBO FERUCCI F1235,1,35.75,320
911000000794,F/F1 LBO FERUCCI F1238,1,35.75,380
911000000471,F/F1 LBO FERUCCI F1239,5,34.415,350
911000096018,F/F1 LBO FERUCCI F1240,5,34.44875,350
911000000668,F/F1 LBO FERUCCI F1244,1,35.75,320
911000000661,F/F1 LBO FERUCCI F1257,1,35.75,320
911000000713,F/F1 LBO FERUCCI F1266,1,35.75,320
911000000470,F/F1 LBO FERUCCI F1267,23,34.3568,300
911000096063,F/F1 LBO FERUCCI F1308,1,35.175,320
911000000725,F/F1 LBO FERUCCI F1352,1,35.75,320
911000001031,F/F1 LBO FERUCCI F1355,3,0,390
911000096111,F/F1 LBO FERUCCI F1496,-1,125.25,450
911000000677,F/F1 LBO FERUCCI F1583,-1,36.1,320
911000096078,F/F1 LBO FERUCCI F1610,7,34.6,450
911000096004,F/F1 LBO FERUCCI F1618,2,35.895,450
911000096077,F/F1 LBO FERUCCI F1629,1,34.685,450
911000000457,F/F1 LBO FERUCCI F1639,6,34.305,450
911000000678,F/F1 LBO FERUCCI F1658,1,36.0733333333333,320
911000000676,F/F1 LBO FERUCCI F1661,5,36.0744444444444,320
911000000732,F/F1 LBO FERUCCI F1662,1,36.06,320
911000096002,F/F1 LBO FERUCCI F1663,1,34.01,450
911000001006,F/F1 LBO FERUCCI F1667,1,36.065,390
911000096003,F/F1 LBO FERUCCI F1684,1,30.36,450
911000000739,F/F1 LBO FERUCCI F1693,1,35.75,320
911000096079,F/F1 LBO FERUCCI F1732,1,35.88,400
911000000693,F/F1 LBO FERUCCI F1760,1,36.04,320
911000000692,F/F1 LBO FERUCCI F1761,3,36.0633333333333,320
911000001007,F/F1 LBO FERUCCI F1765,5,36.1,350
911000000696,F/F1 LBO FERUCCI F1769,2,36.08,320
911000096102,F/F1 LBO FERUCCI F1770,2,38.895,450
911000000684,F/F1 LBO FERUCCI F1790,-1,36.1,400
911000000621,F/F1 LBO FERUCCI F1799,1,107.69,450
911000000558,F/F1 LBO FERUCCI F1804,1,41.59,490
911000001393,F/F1 LBO FERUCCI F1818,1,96.21,420
911000096041,F/F1 LBO FERUCCI F182,-1,104.343157894737,490
911000000627,F/F1 LBO FERUCCI F199,1,110.244,550
911000096029,F/F1 LBO FERUCCI F2003,1,117.471875,490
911000000540,F/F1 LBO FERUCCI F2004,-1,106.65,550
911000000544,F/F1 LBO FERUCCI F2012,1,119,480
911000000543,F/F1 LBO FERUCCI F2015,2,109.335,480
911000096093,F/F1 LBO FERUCCI F2016,-1,125.25,450
911000096092,F/F1 LBO FERUCCI F2018,1,41.0366666666667,450
911000000545,F/F1 LBO FERUCCI F2020,-1,123.89,550
911000000548,F/F1 LBO FERUCCI F2025,1,129.533333333333,550
911000000551,F/F1 LBO FERUCCI F2028,2,45.37,450
911000000592,F/F1 LBO FERUCCI F2036,1,138.34,480
911000000717,F/F1 LBO FERUCCI F234,1,35.75,320
911000000820,F/F1 LBO FERUCCI F235,1,35.75,320
911000000822,F/F1 LBO FERUCCI F243,1,35.75,290
911000000703,F/F1 LBO FERUCCI F625,1,65,400
911000000724,F/F1 LBO FERUCCI F634 PUR,1,65,380
911000096108,F/F1 LBO FERUCCI F700,1,122.18,420
911000096056,F/F1 LBO FERUCCI F701,1,42.48,400
911000001026,F/F1 LBO FERUCCI F703,1,35.75,290
911000000654,F/F1 LBO FERUCCI F703 PUR,-1,195.55,600
911000001025,F/F1 LBO FERUCCI F704,1,65,350
911000000953,F/F1 LBO FERUCCI F707,1,35.75,380
911000001023,F/F1 LBO FERUCCI F709,-1,35.75,290
911000000648,F/F1 LBO FERUCCI F709 PUR,1,160.97,550
911000001030,F/F1 LBO FERUCCI F712,1,35.75,250
911000001410,F/F1 LBO FERUCCI F733,1,143.71,380
911000096031,F/F1 LBO FERUCCI F953,-1,102.575,560
911000096013,F/F1 LBO FERUCCI F964,1,27.9253333333333,400
911000096010,F/F1 LBO FERUCCI F994,1,27.926,450
911000096075,F/F1 LBO FERUCCI F999,3,34.6,450
911000000465,F/F1 LBO FERUCCI METZ 1471,1,34.3,320
911000000824,F/F1 LBO FERUCCI METZ 1496,1,36.1,320
911000001004,F/F1 LBO GRIPCURL FOM230,4,65.35,320
911000001003,F/F1 LBO GRIPCURL VOM089,-3,65.3,320
911000000476,F/F1 LBO GRIPCURL VOM204,3,63.915,350
911000000478,F/F1 LBO GRIPCURL VOM205,1,63.7333333333333,350
911000001010,F/F1 LBO GRIPCURL VOMG40,1,65.35,390
911000000477,F/F1 LBO GRIPCURL VOMO89,3,62.696,350
911000001055,F/F1 LBO IMPULSE IMP779,1,16.25,290
911000001053,F/F1 LBO IMPULSE IMP780,1,16.25,290
911000001056,F/F1 LBO IMPULSE IMP781,1,16.25,320
911000096616,F/F1 LBO IMPULSE IMP818,1,60.69,380
911000000529,F/F1 LBO IMPULSE IMP829,1,61.635,320
911000001054,F/F1 LBO IMPULSE IMP832,-1,65.4833333333333,320
911000000772,F/F1 LBO JOIA J2520,1,65.2925,450
911000000769,F/F1 LBO JOIA J2545,1,162.8,560
911000096855,F/F1 LBO JOIA J2546,1,146.853333333333,520
911000000502,F/F1 LBO MONZA,-1,53.175,380
911000000500,F/F1 LBO ROBERT,1,56.01,450
911000000810,F/F1 LBO SYNERGY SY6007,1,56.1261538461539,480
911000000532,F/F1 LBO SYNERGY SY6010,1,122.836666666667,420
911000000857,F/F1 LBO VISAGE V118,1,16.25,250
911000000858,F/F1 LBO VISAGE V129,1,16.25,250
911000000485,F/F1 LBO VISAGE V130,27,15.6893333333333,250
911000000859,F/F1 LBO VISAGE V131,1,16.25,250
911000096504,F/F1 LBO VISAGE V1319,4,28.645,450
911000000860,F/F1 LBO VISAGE V132,1,16.25,250
911000000861,F/F1 LBO VISAGE V133,1,16.25,250
911000000862,F/F1 LBO VISAGE V134,1,16.25,250
911000000863,F/F1 LBO VISAGE V136,1,16.25,250
911000096502,F/F1 LBO VISAGE V142,6,12.9744444444444,280
911000000864,F/F1 LBO VISAGE V143,1,16.25,250
911000000865,F/F1 LBO VISAGE V144,1,16.25,250
911000000866,F/F1 LBO VISAGE V146,1,16.25,250
911000000508,F/F1 LBO VISAGE V179,10,42.664,290
911000000868,F/F1 LBO VISAGE V189,1,16.25,250
911000000869,F/F1 LBO VISAGE V191,1,16.25,250
911000000870,F/F1 LBO VISAGE V192,1,16.25,320
911000000871,F/F1 LBO VISAGE V195,1,38.565,320
911000000872,F/F1 LBO VISAGE V201,1,16.25,250
911000000873,F/F1 LBO VISAGE V202,1,16.25,250
911000000874,F/F1 LBO VISAGE V203,1,16.25,250
911000000876,F/F1 LBO VISAGE V207,1,16.25,250
911000000877,F/F1 LBO VISAGE V212,1,16.25,320
911000000486,F/F1 LBO VISAGE V24,27,15.6871428571429,250
911000000878,F/F1 LBO VISAGE V245,1,16.25,250
911000000881,F/F1 LBO VISAGE V264,1,16.25,290
911000000884,F/F1 LBO VISAGE V282,1,16.25,250
911000000887,F/F1 LBO VISAGE V297,1,16.25,250
911000000888,F/F1 LBO VISAGE V298,1,16.25,250
911000000889,F/F1 LBO VISAGE V305,1,16.25,250
911000000901,F/F1 LBO VISAGE V380,4,16.534,250
911000000483,F/F1 LBO VISAGE V40,12,15.7053846153846,250
911000000514,F/F1 LBO VISAGE V4502,1,39.48,350
911000000921,F/F1 LBO VISAGE V4503,1,38.464,320
911000000525,F/F1 LBO VISAGE V4512,-2,62.4811111111111,350
911000000519,F/F1 LBO VISAGE V4520,1,38.42,320
911000000933,F/F1 LBO VISAGE V4522,-1,65.58,450
911000000935,F/F1 LBO VISAGE V4525,2,14.815,290
911000000937,F/F1 LBO VISAGE V4529,1,53.365,290
911000000939,F/F1 LBO VISAGE V4536,-1,45.81,290
911000000940,F/F1 LBO VISAGE V4537,-1,45.835,290
911000000942,F/F1 LBO VISAGE V4540,-1,52.974,320
911000000946,F/F1 LBO VISAGE V4545,1,38.415,320
911000000951,F/F1 LBO VISAGE V4552,1,38.87,320
911000000955,F/F1 LBO VISAGE V4556,1,38.625,320
911000000960,F/F1 LBO VISAGE V4561,-2,62.805,320
911000000965,F/F1 LBO VISAGE V4566,1,39.065,320
911000000970,F/F1 LBO VISAGE V4573,1,38.71,320
911000001340,F/F1 LBO VISAGE V4589,1,65.66,420
911000000986,F/F1 LBO VISAGE V4595,1,38.465,320
911000001353,F/F1 LBO VISAGE V4606,2,19.8885416666667,290
911000001371,F/F1 LBO VISAGE V4612,2,38.26,320
911000000790,F/F1 LBO VISAGE V71,1,16.25,290
911000000994,F/F1 LBO VISAGE V73,1,16.25,250
911000000995,F/F1 LBO VISAGE V75,1,16.25,250
911000000996,F/F1 LBO VISAGE V77,1,16.25,250
911000000999,F/F1 LBO VISAGE V99,1,16.25,250
911000087002,F/F1 LE TANNEUR LE111,1,396,990
911000087015,F/F1 LE TANNEUR LE139,2,492,1230
911000087007,F/F1 LE TANNEUR LE233,1,295.42,990
911000087044,F/F1 LE TANNEUR LE239,1,0,990
911000087010,F/F1 LE TANNEUR LE273,1,396,990
911000087045,F/F1 LE TANNEUR LE308,1,0,990
911000072038,F/F1 LENEA ROMA 362,1,137.34,720
911000072014,F/F1 LENEA ROMA ADELADIAM,-1,138.16,610
911000082001,F/F1 LEONARDO DAVINCI 585,1,1142.23714285714,3410
911000000579,F/F1 LONDON CLUB,3,47.9,370
911000064411,F/F1 LOOK 6280,1,260,650
911000064410,F/F1 LOOK 6281,1,250,630
911000064053,F/F1 LOOKKINO 3326,1,215.64,540
911000064059,F/F1 LOOKKINO 3672,1,208.455,540
911000064052,F/F1 LOOKKINO 3701,2,161.73,540
911000064061,F/F1 LOOKKINO 3705,3,203.78,540
911000101903,F/F1 LOVER ,7,25.045,320
911000080005,F/F1 LUXOTTICA-4113,11,60,160
911000037050,F/F1 MARIO LARINI 325,1,104.97,380
911000037053,F/F1 MARIO LARINI 334,1,54.41,280
911000088001,F/F1 MAX&CO 190,1,366.4,1030
911000001163,F/F1 MICHAEL KORS 3017,-1,170,950
911000001757,F/F1 MICHAEL KORS 3038,-1,0,1320
911000001164,F/F1 MICHAEL KORS 4024,1,170,1400
911000000115,F/F1 MICHAEL KORS 4030,-1,261,790
911000001167,F/F1 MICHAEL KORS 4037,1,170,1300
911000002121,F/F1 MIRA FLEX 4007,1,81.614,380
911000001639,F/F1 MIRA FLEX 4014,1,111.72,400
911000001174,F/F1 MIU MIU 01QV     ,1,305,2232
911000063022,F/F1 MIU MIU 02F,1,150,380
911000001185,F/F1 MIU MIU 05OV,-1,305,1200
911000001187,F/F1 MIU MIU 07OV,1,305,1050
911000001188,F/F1 MIU MIU 09NV,-1,305,900
911000001189,F/F1 MIU MIU 09NVA,1,305,900
911000006009,F/F1 MODO WOOD STOCK,27,63,320
911000035007,F/F1 MONT BLANC-MB0254,1,212.5,950
911000043009,F/F1 MORMAII ACQUARELA,2,216.44,650
911000000298,F/F1 NIKE 7217,3,117.66,540
911000000413,F/F1 OAKLEY 8149,1,250,900
911000006017,F/F1 ODO FALKLAND,1,93,280
911000006008,F/F1 ODO SWANG,2,113,330
911000006010,F/F1 ODO TEC12222,2,93,280
911000006007,F/F1 ODO XERUS,1,99,290
911000000415,F/F1 OLIVER PEOPLES 1241T,7,934,2800
911000000416,F/F1 OLIVER PEOPLES 1253,2,637,1900
911000031046,F/F1 OXIBIS AKRO,1,262.22,390
911000031045,F/F1 OXIBIS ATTITUD,3,268.764,450
911000031006,F/F1 OXIBIS TEMPO,12,221.208333333333,330
911000001760,F/F1 PAMICO,3,21.9647826086957,290
911000001667,F/F1 PAOLO ROSSI,2,29,350
911000001209,F/F1 PERSOL 3107V,1,200,950
911000001211,F/F1 PERSOL 3141V,1,200,950
911000001217,F/F1 PERSOL 3180V,1,200,1200
911000101007,F/F1 PHILIPE STARK 3042,2,638.7,1900
911000089018,F/F1 PIER CARDIN 8388,1,984,1230
911000089015,F/F1 PIER CARDIN 8778,1,379,950
911000001609,F/F1 PLEIK PHOLPPE,-1,39.5930769230769,450
911000050002,F/F1 POLO 1003,1,181.8,400
911000000124,F/F1 POLO 1005,1,281.5,1200
911000050165,F/F1 POLO 1157,1,311.36,750
911000050080,F/F1 POLO 2093,1,343.955,760
911000050109,F/F1 POLO 2105,1,253.9,890
911000001752,F/F1 POLO 2217,-1,0,850
911000002063,F/F1 POLO 2237U,1,250,800
911000050170,F/F1 POLO 2265,7,50,250
911000050172,F/F1 POLO 2296,2,50,250
911000001751,F/F1 POLO 3075,-1,0,850
911000001750,F/F1 POLO 5104,-1,0,1250
911000001753,F/F1 POLO 5105,-3,0,1100
911000001754,F/F1 POLO 7096,-2,0,620
911000001226,F/F1 POLO PREP-KIDS 8037,1,160,550
911000050092,F/F1 POLO RALPH 2103,3,315.604,920
911000018088,F/F1 PRADA 01EV 1B101,1,518.7,1380
911000001228,F/F1 PRADA 01TV,-1,295,850
911000001445,F/F1 PRADA 01WV,1,597,1700
911000018098,F/F1 PRADA 52EV,1,484.5,1280
911000018089,F/F1 PRADA 53E MA3-1O1,1,1516,1900
911000001450,F/F1 PRADA 57XV,2,597,1700
911000001242,F/F1 PRADA 64RV,-1,295,1200
911000001243,F/F1 PRADA 64TV,1,295,950
911000001246,F/F1 PRADA L.ROSSA 01EV,2,270,850
911000001249,F/F1 PRADA L.ROSSA 02CV,1,270,850
911000001256,F/F1 PRADA L.ROSSA 03IV,1,270,850
911000001257,F/F1 PRADA L.ROSSA 04FV,1,270,750
911000001258,F/F1 PRADA L.ROSSA 04HV,1,270,750
911000001263,F/F1 PRADA L.ROSSA 53DV,1,270,850
911000001266,F/F1 PRADA L.ROSSA 54FV,1,270,850
911000001548,F/F1 PRADA LINEA ROSSA 04IV,1,515.105,1500
911000002023,F/F1 PRSR & PERSOL F1 ,1,27.075,350
911000101908,F/F1 PURE CLUB,1,27,320
911000050518,F/F1 RALPH 7036,1,188.95,540
911000050537,F/F1 RALPH 7039,1,191.2,560
911000050529,F/F1 RALPH 7046,1,156.225,850
911000050556,F/F1 RALPH 7048,1,94.435,630
911000000426,F/F1 RALPH 7098,-1,196,735
911000000428,F/F1 RALPH 7104,-1,200.8,735
911000050569,F/F1 RALPH LAUREN 6091,1,294.5,970
911000050572,F/F1 RALPH LAUREN 6104,1,221.66,900
