code,description,required_qty,cost,retail
912000059300,F /F2 RAY BAN 4170,1,492,700
912000059284,F /F2 RAY BAN 8052,3,713.5725,1000
912000059249,F /F2 RAY BAN 8352,1,512.013333333333,1000
912000059106,F /F2 RAY BAN 9506,1,185.864285714286,400
912000027042,F /F2 S.FERREGAMO-1043,1,520,1145
912000027013,F /F2 S.FERREGAMO-1061,1,367,740
912000027010,F /F2 S.FERREGAMO-1068,1,170,200
912000027022,F /F2 S.FERREGAMO-1071,2,170,300
912000027008,F /F2 S.FERREGAMO-1073,4,170,510
912000027029,F /F2 S.FERREGAMO-1078,2,500,1000
912000027036,F /F2 S.FERREGAMO-1079,1,294,735
912000027037,F /F2 S.FERREGAMO-2051,2,294,735
912000027020,F /F2 S.FERREGAMO-2054,1,200,550
912000027019,F /F2 S.FERREGAMO-2063,1,250,650
912000009011,F /F2 S.TACCHINI 1097,1,210,350
912000009012,F /F2 S.TACCHINI 1109,2,400,400
912000009007,F /F2 S.TACCHINI-1105,2,210,350
912000009002,F /F2 S.TACCHINI-1116,1,140,405
912000009001,F /F2 S.TACCHINI-1122,1,140,300
912000053001,F /F2 S.TACHINI 1032,1,210,600
912000053002,F /F2 S.TACHINI 1049,2,210,530
912000053003,F /F2 S.TACHINI 1052,1,210,525
912000009009,F /F2 S.TACHINI 1111,1,200,400
912000040001,F /F2 SILHOUETTE 8104,1,431.23,990
912000040007,F /F2 SILHOUETTE 8650,1,515,990
912000029715,F /F2 TAG 883 311 AUTOMATI,1,1060,2800
912000029701,F /F2 TAG AMR-CUP 9202 113,1,420,1100
912000015006,F /F2 VERSACE-2028,1,444.825,880
912000015027,F /F2 VERSACE-2029,1,477,1320
912000015016,F /F2 VERSACE-2084,2,804.95,1250
912000015012,F /F2 VERSACE-4049,1,626.25,1350
912000015024,F /F2 VERSACE-N81H,1,348,690
912000015026,F /F2 VERSACE-N87,1,31,930
912000012121,F /F2 VOGUE 3883,1,376,950
912000012055,F /F2 VOGUE-2412,1,69.02,650
912000012005,F /F2 VOGUE-3423,3,152,385
912000012026,F /F2 VOGUE-3424,1,188.06,420
912000012019,F /F2 VOGUE-3647,1,193.24,480
912000036001,F /F2 X-TREAM 5047,3,35,240
912000036004,F /F2 X-TREAM 6508,2,35,260
912000036006,F /F2 X-TREAM 905,1,35,280
912000036005,F /F2 X-TREAM SG D,2,35,270
911000067003,F /FR ARNETTE 6015,1,131.02,530
911000067002,F /FR ARNETTE 6017,8,107.41,625
911000064113,F /FR AUGUSTO VALANTI70225,2,292.56,860
911000049001,F /FR CARTIER WOOD,-1,28.98,4600
911000052003,F /FR D.KARAN 3541,2,180,400
911000052004,F /FR D.KARAN 3542,3,180,400
911000032001,F /FR DIESEL FR D,3,34.75,250
911000010020,F /FR E.ARMANI-228,4,240,350
911000010008,F /FR E.ARMANI-9038 F2,1,225,450
911000007005,F /FR EASYTWIST-668,11,180,400
911000002002,F /FR EXALT CYCLE,5,323,400
911000028046,F /FR EXALTO HE2102,2,418.58,625
911000028029,F /FR EXALTO ID1604,1,386.485,580
911000028001,F /FR EXALTO-102,3,250,375
911000030021,F /FR FIDELA ATLANTIC,4,110,230
911000030015,F /FR FIDELA AVANA,5,111,280
911000030023,F /FR FIDELA CORFOU,1,150,320
911000030017,F /FR FIDELA HERBLINE,1,164.9,620
911000030009,F /FR FIDELA IMOOD,3,176.71,500
911000030006,F /FR FIDELA NOMAD,1,117,350
911000030025,F /FR FIDELA ODYSSEE F2,1,105,260
911000030014,F /FR FIDELA TOUCAN F2,4,92,260
911000030008,F /FR FIDELA VALDES ODO,1,244,610
911000037007,F /FR MARIO LARINI 57,1,54.11,280
911000031015,F /FR OXIBIS - KINI,14,226.927647058824,340
911000031013,F /FR OXIBIS - KYPI,15,293.14,440
911000031014,F /FR OXIBIS - ZIA,14,228.684666666667,340
911000031007,F /FR OXIBIS BRAZIL,9,259.485,390
911000031026,F /FR OXIBIS FLORE,1,171.01,300
911000031010,F /FR OXIBIS KISKA,15,285.614666666667,425
911000031030,F /FR OXIBIS LAKI,1,160.183333333333,240
911000031008,F /FR OXIBIS MASSAI,5,186.174285714286,280
911000031031,F /FR OXIBIS MITIK,1,207.13,310
911000031025,F /FR OXIBIS PIXO,4,328.78,490
911000031003,F /FR OXIBIS PLAZZA,7,207.138571428571,300
911000031027,F /FR OXIBIS SMALL,23,161.026296296296,250
911000031022,F /FR OXIBIS STAMP,3,283.22,425
911000031024,F /FR OXIBIS TRAX,1,263.28,390
911000031001,F /FR OXIBIS-FLEXY,4,207,310
911000004019,F /FR POLAR 197,1,142,300
911000004002,F /FR POLAR-557,3,180,400
911000018001,F /FR PRADA VPR 521 / 621,-1,450,1050
911000066009,F /FR ROHM 1114,1,182.24,640
911000012004,F /FR VOGUE-3337 F2,1,143,300
914000000095,F /GRP SPORT RIDER,1,18,250
915000000002,F/AR-VIN ADIDAS F2,1,85.2347368421053,450
915000000008,F/AR-VIN BALLY F1,1,86.45,550
915000000009,F/AR-VIN BOLON F1,-1,84.6826923076923,650
915000000027,F/AR-VIN BOSS (HUB) F1,-2,120.67487804878,750
915000000028,F/AR-VIN BOSS (HUG) F1,4,114.924545454545,640
915000000039,F/AR-VIN CANALI,1,205,900
915000000013,F/AR-VIN CARRERA F1,-1,66.037,550
915000000015,F/AR-VIN CELLINI F1,-24,139.575,450
915000000014,F/AR-VIN CHLOE F1,1,174.265,580
915000000018,F/AR-VIN DIESEL F1,1,48.395,490
915000000019,F/AR-VIN DSQUARED F1,1,82.1933333333333,520
915000000022,F/AR-VIN EYEYE F1,1,33.685,380
915000000024,F/AR-VIN G-STAR RAW F1,1,64.0744444444444,400
915000000025,F/AR-VIN GUESS F1,2,58.575,420
915000000026,F/AR-VIN GUESS F2,1,87.78,450
915000000040,F/AR-VIN ITALIA INDEPENDENT,2,31.2368421052632,370
915000000045,F/AR-VIN KARL LAGERFELD,-2,98.4,520
915000000055,F/AR-VIN MARC JACOBS,8,110.08125,700
915000000029,F/AR-VIN MARC JACOBS F1,-8,117.945,490
915000000054,F/AR-VIN MCM,1,112.75,680
915000000033,F/AR-VIN RAY BAN F1,-2,221.584444444444,720
915000000032,F/AR-VIN RODENSTOCK F1,3,102.870666666667,500
915000000034,F/AR-VIN SAFILO F1,1,86.8415151515152,600
915000000036,F/AR-VIN TOMMY HILFIGER F1,3,81.1577142857143,570
913000000709,F/ASS 1476 ITALY FR,1,26.83,250
913000000232,F/ASS 4US,5,225,600
913000000481,F/ASS A MODIANI CARBON,20,68.314702970297,370
913000000747,F/ASS A106 ITALY FR,2,26.825,250
913000000252,F/ASS ACRAF RIMLESS,1,35,220
913000000054,F/ASS ACTIVE LINE,211,23.1681707317073,190
913000000789,F/ASS ACTOR FR D,1,34,140
913000000787,F/ASS ADESSO FR D,1,34,140
913000000254,F/ASS ADIDAS-F2,-1,30,180
913000000002,F/ASS ADM ARMATA,4,243,600
913000001048,F/ASS ADVANTAGE F1,48,0,250
913000000315,F/ASS AIRLINES,1,50,250
913000000181,F/ASS ALFA DESIGN,14,55,220
913000000958,F/ASS ALLISON REMLES FR,26,27.835,340
913000000457,F/ASS ALMQ FR D,1,16.7222727272727,250
913000000635,F/ASS ALPI FR ITALY,1,19.56,380
913000000177,F/ASS AMERICAN CITIES FR,4,13.90875,170
913000000600,F/ASS ANNASUI FR ITALY,2,19.565,580
913000000721,F/ASS ANTONIO VERDI ITALY ,10,26.825,250
913000000471,F/ASS APACHE FR D,3,28,250
913000000204,F/ASS APOLLO,6,11,190
913000000495,F/ASS ARMAND BASI F,1,120.911904761905,420
913000000496,F/ASS ARMAND BASI S,3,62.2148979591837,450
913000000052,F/ASS AROMA,4,50,240
913000000701,F/ASS ART EYES ITALY FR,31,17.2728301886792,250
913000000377,F/ASS ART FOR EYES,1,0,290
913000000642,F/ASS ART FR ITALY,2,19.56,350
913000000172,F/ASS ARTISTI ITALIANI,1,52,290
913000000726,F/ASS ASPEN ITALY FR,6,24.44,250
913000000043,F/ASS ATLAS OPTICAL,838,10,120
913000001028,F/ASS AVANA CLUB F1,5,0,250
913000000939,F/ASS AVANTI F2 D,3,55,200
913000000791,F/ASS AVANTI FR D,6,46.4277777777778,220
913000000548,F/ASS B ONE FR ITALY,2,15.175,250
913000000971,F/ASS B&B EYE WEAR ITALY F,1,79.46,350
913000000091,F/ASS B.O.F,1,135,405
913000000942,F/ASS BALMAIN F2 D,5,34,160
913000000965,F/ASS BED FORD EVANEW ITAL,4,38.44,250
913000000690,F/ASS BEDFURD AVENUE ITALY,8,18.52125,250
913000000049,F/ASS BEEHIVE,6,39.315,220
913000000797,F/ASS BEN TEN FR D,1,0,180
913000000967,F/ASS BIG DOGS ITALY FR,11,27.7,250
913000000693,F/ASS BLUE BUTTERLY ITALY ,8,26.826,250
913000000663,F/ASS BLUE MERINEITALY F2,1,0,420
913000000802,F/ASS BOGNER F2 F1 D,4,0,180
913000000803,F/ASS BOMBINI ITALY FR,1,0,400
913000000205,F/ASS BONNEVILLE TITAN,3,120,280
913000000949,F/ASS BORSALINA PLASTIC FR,1,27.6947826086957,490
913000000696,F/ASS BOUNDLES ITALY FR,4,26.825,250
913000000807,F/ASS BOZ FR D,4,50,250
913000000809,F/ASS BRAVO F2 D,1,94.784,320
913000000808,F/ASS BRAVO FR D,9,50.885,320
913000000970,F/ASS BRENDEL,239,18.0475,350
913000000362,F/ASS BRIKO FR D,2,15.85,250
913000000960,F/ASS BRILLE METAL FR,70,28.0316216216216,290
913000000228,F/ASS BRILLEN,11,80,220
913000000527,F/ASS BRILLIANT FR D,1,16.945,250
913000000033,F/ASS BROKS BROTHERS,4,110,320
913000000323,F/ASS BRUNO CARIDI,7,90,250
913000000811,F/ASS BRUNS BAZZA FR,4,34,140
913000000240,F/ASS BURNO BERNINI,14,25,220
913000000742,F/ASS CADORE MODA ITALY FR,13,26.82,250
913000000986,F/ASS CALVIN KLEIN F1 ITL,1,113.39,650
913000001070,F/ASS CALVIN KLEIN FRD ,2,0,250
913000000434,F/ASS CAROLINA HERRERA FR,2,39.97,320
913000000945,F/ASS CAROLINE FR D,6,34,150
913000000038,F/ASS CARTELO,8,25,150
913000000648,F/ASS CARTIER F2 ITALY,4,73.5325,620
913000001071,F/ASS CASANOVA F1,4,0,250
913000001022,F/ASS CASTELLANI F2,1,0,250
913000000171,F/ASS CELEBRITY FR,3,50,250
913000000411,F/ASS CELINE DION FR,2,57.085,650
913000000782,F/ASS CELLINI/KIMIKO ITA F2,51,135.481290322581,650
913000000246,F/ASS CESARE PACIOTTI F2,1,247,550
913000000245,F/ASS CESARE PACIOTTI FR,2,225,600
913000001027,F/ASS CHANTAAL THOMASS F1,1,0,250
913000000995,F/ASS CHARRO F2,12,72.23,320
913000001078,F/ASS CHEUIGNON F2,1,0,250
913000001094,F/ASS CHIC & CREATIVE C&C,3,13.3133333333333,320
913000000242,F/ASS CHICCO ASS,7,80,200
913000001033,F/ASS CHRISTIAN LACROIX F1,1,0,250
913000000956,F/ASS CHRISTIES PLAS FR,8,34.755,390
913000000816,F/ASS CITY VISION F2 D,20,15.66,140
913000000111,F/ASS CLASSIC EYEWEAR,11,50,220
913000000515,F/ASS CLEAR VISION FR,5,26.2684200131666,390
913000000728,F/ASS COLISEUM ITALY FR,4,26.8247826086957,250
913000000220,F/ASS CONFIDENCE,7,50,210
913000000117,F/ASS CONNECT,276,15.465,320
913000000317,F/ASS CONNECT 5 CLPON,17,22.83,450
913000000135,F/ASS CONNECT CLPON,115,22.8349885583524,320
913000000727,F/ASS COUNTRY ITALY FR,6,27.96,250
913000000666,F/ASS CREATIVI ITALY FR,2,52.1823611111111,320
913000000820,F/ASS CRIZAL FR D,1,0,180
913000000822,F/ASS CULTURE F2 D,2,34,180
913000000619,F/ASS D&D FR ITALY,4,24.4525,420
913000000684,F/ASS D790 ITALY FR,1,26.82,250
913000000051,F/ASS DAMIANI,16,50,250
913000000030,F/ASS DAVIDOFF,20,60,220
913000000152,F/ASS DAVINCI,157,49.6540625,290
913000000992,F/ASS DE POINT,24,14.6,290
913000000280,F/ASS DESIGN MARKUS,6,250,650
913000000731,F/ASS DIESEL ITALY F2,1,0,650
913000000957,F/ASS DIESSE FR,1,40.895,330
913000000588,F/ASS DISNEY STING FR ITAL,12,51.115,380
913000001026,F/ASS DOLCE VITA F1,5,0,250
913000000100,F/ASS DON CARLOS,12,50,260
913000000830,F/ASS DONA KARAN FR D,2,34,180
913000000723,F/ASS DONNA FONTANA ITALY ,5,22.5078571428571,250
913000000831,F/ASS DORA FR D,1,34,140
913000001014,F/ASS DREAM 17,4,56.185,350
913000001015,F/ASS DREAM 17 CLIP ON,-3,102.545,480
913000001093,F/ASS DREAM 18,26,20.125,350
913000000832,F/ASS EDEN GERMANY FR D,20,34,140
913000000833,F/ASS ELIZA F1 F2,2,0,140
913000000071,F/ASS EMPORIUM,67,35.0061538461538,290
913000000223,F/ASS EMPREINTE,1,40,220
913000000834,F/ASS ENNI MARCO ITALY F2,3,285,650
913000000835,F/ASS ENVY FR D,1,0,140
913000000620,F/ASS EOZAF FR ITALY,2,19.56,420
913000000837,F/ASS ESCADA F2 F1 D,1,160,250
913000000840,F/ASS ESCHENBACH F2 D,9,50,180
913000000839,F/ASS ESCHENBACH FR D,4,34,140
913000000075,F/ASS ESSANCE,5,69,260
913000000725,F/ASS ESSENTEL EYEWEAR ITA,3,27.115,250
913000001010,F/ASS EX1179,1,29.96,250
913000000214,F/ASS EXCALIBUR,5,90,270
913000000686,F/ASS EXPLORER ITALY FR,1,26.82,250
913000000445,F/ASS EYE LID FR D,3,20,250
913000000431,F/ASS EYE ON NEW YOURK,2,0,250
913000000743,F/ASS F.H.N ITALY FR,9,26.5109090909091,250
913000000841,F/ASS FASHION BIRD FR D,2,34,180
913000001077,F/ASS FAT BOY F2,9,0,250
913000000615,F/ASS FAT BOY FR ITALY,30,19.5635,450
913000000310,F/ASS FELIX,1,50,220
913000000291,F/ASS FELLINI,4,50,250
913000000976,F/ASS FEROCE / CLIP ,4,17.8986816720257,340
913000000975,F/ASS FEROCE FR D,89,19.8349917627677,300
913000000055,F/ASS FERRA COLECTION,38,79.7606666666667,200
913000000611,F/ASS FERRE FR ITALY,2,19.56,450
913000000962,F/ASS FIDO DIDO ITALY FR,3,27.696,250
913000001034,F/ASS FIRE F1,1,0,250
913000000290,F/ASS FIRST COLLECTION,6,30,180
913000000235,F/ASS FIRST LOOK,5,28,210
913000000234,F/ASS FISHBONE,14,92,330
913000000352,F/ASS FLEXON FR D,25,7.39,250
913000000576,F/ASS FLIGHT FLEX ITALY,3,29.345,320
913000001008,F/ASS FLITE,9,29.96,250
913000000552,F/ASS FOR FREE STYLE FR IT,290,4.13747663551402,250
913000000624,F/ASS FOSS FR ITALY,1,19.56,420
913000000363,F/ASS FRED FR D,1,25.99,350
913000000244,F/ASS FREE LAND,6,39.72,225
913000000326,F/ASS FREND,2,50,180
913000000406,F/ASS FREUDENHAUS FR,10,57.0845454545455,750
913000000846,F/ASS FURET FR D,1,0,140
913000000186,F/ASS FUTURE EYES,14,18,250
913000000149,F/ASS G.ARMANI FR D,1,95.4,250
913000000660,F/ASS GA FR D,49,5.13117647058824,250
913000000634,F/ASS GALAXY FR ITALY,1,19.56,450
913000001009,F/ASS GAR,1,29.96,250
913000000269,F/ASS GF FERRE F2,2,93.0433333333333,500
913000000470,F/ASS GIACOMA PUCCINI FR D,2,15,250
913000000598,F/ASS GIANI VERSACE FR ITA,4,19.5625,640
913000001020,F/ASS GIORDANO ,588,54.9849931600547,580
913000000852,F/ASS GIORGIO FONTANA FR D,1,0,180
913000000853,F/ASS GIVENCHY ITALY F2,3,160,500
913000000564,F/ASS GREG NORMAN ITALY F2,28,174.835,590
913000000140,F/ASS GUCCI FR D,17,8.85113636363636,250
913000000671,F/ASS GUESS ITALY F2,3,105.2925,650
913000000856,F/ASS HANG TEN FR D,1,34,140
913000000469,F/ASS HATENO FR D,3,10,250
913000000312,F/ASS HEIDI,6,78.4083333333333,180
913000000740,F/ASS HENRY CHOICE ITALY F,82,26.8175609756098,250
913000000187,F/ASS HERCULES,65,62.5,100
913000000857,F/ASS HERO FR D,1,0,140
913000000738,F/ASS HUGLY FLEMING ITALY ,4,27.065,250
913000000416,F/ASS HUMPHREY FR,13,57.084,450
913000000858,F/ASS HUMPHREY FR D,9,0,140
913000000631,F/ASS HUSKY FR ITALY,2,19.56,380
913000000618,F/ASS I BOURGASI FR ITALY,12,19.5636666666667,290
913000000734,F/ASS I.C.U ITALY FR,28,26.4675609756098,250
913000000571,F/ASS IBOURGEOIS FR ITALY,7,0,290
913000001083,F/ASS ID F1,1,0,250
913000000860,F/ASS IMATE FR D 34,1,0,140
913000001051,F/ASS I-O-V-E-S F1,1,0,250
913000000393,F/ASS ITALIA BELLA FR,9,19.4442857142857,250
913000000775,F/ASS IZABELLA ITALY F1,10,14.94,320
913000001035,F/ASS JACQUES LEMANS F1,15,0,250
913000001030,F/ASS JEAN PUCCI ,1,0,250
913000000768,F/ASS JECKERSON ITALY FR,3,24.34769035533,380
913000000862,F/ASS JFRY FR D,1,0,140
913000000012,F/ASS JOMANA,329,20,100
913000000031,F/ASS JOOP,21,80.6908695652174,300
913000001019,F/ASS JUNIOR CELLINI,10,99.7742857142857,400
913000000724,F/ASS JUNIORS ITALY FR,29,26.8258620689655,250
913000000378,F/ASS K&L,1,0,350
913000000046,F/ASS KANE MANNEN,17,160,450
913000000096,F/ASS KAOS-FR,30,94,400
913000000864,F/ASS KARAVAN FR D,1,0,140
913000000865,F/ASS KARAYOKKO FR D,1,34,140
913000001046,F/ASS KELFRED,1,0,250
913000000243,F/ASS KILLER LOOP,2,177.776666666667,350
913000000351,F/ASS KISWANI FR D,1,6.165,250
913000000279,F/ASS KITE,2,50,200
913000000027,F/ASS KLIK- FR,8,146.456666666667,410
913000000866,F/ASS KOOL FR,26,25.955,320
913000000485,F/ASS L.BRIDGE IMPULSE F,1,51.475,320
913000000066,F/ASS L.S.OPTICAL,1,50,220
913000000703,F/ASS L62 ITALY FR,1,26.82,250
913000000676,F/ASS L84 ITALY FR,2,26.82,250
913000000194,F/ASS LA FENETRE,1,40,200
913000000868,F/ASS LAKA TONY F1 F2,13,36.74,250
913000001006,F/ASS LBO NATHAN,-1,64.96,420
913000000558,F/ASS LEO ITALY F2,2,76.7333333333333,480
913000000293,F/ASS LES CAPAINS F2,1,240,720
913000000418,F/ASS LESCA FR,6,57.0828571428571,390
913000000937,F/ASS LEVIS ITALY FR,4,248.075,690
913000001081,F/ASS LILAC F1,1,0,250
913000000692,F/ASS LILLI PUT ITALY FR,1,24.78,250
913000000155,F/ASS LINEA ROMA,50,49.5228571428571,220
913000000498,F/ASS LOIS FRAME,1,94.565,450
913000000081,F/ASS LONGINES,2,137.81,350
913000000015,F/ASS LOOK OPT,13,100.1532,280
913000000872,F/ASS LOONEY FR D,7,34,140
913000000567,F/ASS LOTTO ITALY F2,14,57.9815254237288,350
913000000522,F/ASS LOTTO ITALY FR,19,58.9051063829787,250
913000000429,F/ASS MADE IN ITALY FR,291,18.0049783549784,320
913000000876,F/ASS MALDINI FR,92,39.5048571428571,250
913000000274,F/ASS MAMA DESIGN,5,100,220
913000000121,F/ASS MANCHESTER,640,34.9440561622465,200
913000000665,F/ASS MANIA ITALY FR,6,35.605,320
913000000170,F/ASS MARATHON,1,0,220
913000000879,F/ASS MARCO VALENTINO FR D,1,34,250
913000000880,F/ASS MARIE CLAIR F2 D,23,34,180
913000000881,F/ASS MARIE DESIGN FR D,7,20.4446666666667,180
913000000057,F/ASS MARWITZ,132,30.6953333333333,180
913000000559,F/ASS MAX ITALY F2,4,100.71,480
913000000968,F/ASS MAXY ITALY FR,-2,27.7,250
913000000883,F/ASS MAYAZAWA FR D,15,34,140
913000000613,F/ASS MAZINI FR ITALY,2,19.565,420
913000000651,F/ASS MEITZ GERMANY,15,19.563125,250
913000000226,F/ASS MEMOFLEX,5,65.5271428571429,220
913000000028,F/ASS MENRAD,92,51.0306666666667,195
913000000982,F/ASS MERCEDES F1 ITALY,5,101.355,670
913000000182,F/ASS METAL VISTA,86,52.1609302325581,200
913000001080,F/ASS MICKEY & FRIENDS F1,3,0,250
913000001054,F/ASS MILLANIUM F1,10,0,250
913000000092,F/ASS MILLENNIO,7,165,465
913000000085,F/ASS MINIMA,44,280,520
913000000229,F/ASS MINIMOME,9,150,300
913000000387,F/ASS MIO 900 FR,1,18.3733333333333,250
913000001088,F/ASS MIQIE F1,6,0,250
913000000884,F/ASS MIRA FLEX FR D,3,0,140
913000000568,F/ASS MIRA KIDS ,28,60,290
913000000278,F/ASS MIRACULOUS,5,50,200
913000000963,F/ASS MISS LILLIPUT ITALY ,6,0,250
913000000073,F/ASS MIUKI,19,27,220
913000000364,F/ASS MONT BLANC FR D,2,53.85,250
913000000159,F/ASS MOOVIT,11,190,380
913000000450,F/ASS MOYA FR D,52,10.1748936170213,250
913000001007,F/ASS MURANO 17,2,37.45,450
913000000886,F/ASS MYZO & NIKON FR D,10,26.8,180
913000001058,F/ASS NA UND F1,1,0,250
913000000656,F/ASS NANO KIDS SPAIN FR,14,54.8,280
913000000435,F/ASS NEW BOYS & GIRLS CHI,973,16.924994994995,280
913000000780,F/ASS NEW DAY ITALY F1,1,22.2,320
913000000887,F/ASS NEW FEELING & NONA F,1,20.8342857142857,140
913000000249,F/ASS NEW STYLE CHILD,9,24,120
913000000098,F/ASS NEW VIEW,21,43.7646153846154,280
913000000402,F/ASS NIKE FR,2,47.4733333333333,420
913000000746,F/ASS NINE QWEST ITALY FR,1,26.82,250
913000000385,F/ASS NO END FR,82,20.8526351351351,250
913000000603,F/ASS NO STRESS FR ITALY,6,19.5633333333333,480
913000000549,F/ASS NORDICA FR ITALY,6,20.7142857142857,250
913000000972,F/ASS NUV ANT ITALY F2,14,69.2147619047619,450
913000000314,F/ASS O.G.SMITH,4,50,190
913000000094,F/ASS O.MARINES F2,1,70,280
913000000157,F/ASS OKEY F2,6,15,190
913000000736,F/ASS OLIVIERI ITALY FR,59,26.825,250
913000001062,F/ASS OMARIO F1,15,0,250
913000000783,F/ASS OPTICAL EXPERT F2 IT,25,75.7276470588235,500
913000000037,F/ASS OPTOLINE,74,71.8031081081081,330
913000000139,F/ASS OXYDO FR D,3,16.3349397590361,250
913000000169,F/ASS OZONE,1,100,250
913000000248,F/ASS P.CARDIN,1,108,550
913000000284,F/ASS PACO RABANNE,2,50,250
913000000989,F/ASS PADOVA D,3,18.0548484848485,280
913000000578,F/ASS PAGANI FR D,1,18.1814,290
913000000501,F/ASS PAPA RAZZI FR D,64,32.5449781659389,290
913000000455,F/ASS PARTY FR D,2,19.6913043478261,250
913000000008,F/ASS PAULO PHILIP SLITECS,1,135.864838709677,400
913000000045,F/ASS PB TITANE,5,174,380
913000000231,F/ASS PENDS,1,52,300
913000000669,F/ASS PEOPLE F2,1,40.9,390
913000000955,F/ASS PEOPLE PLASTIC FR,9,43.5973099415205,350
913000000893,F/ASS PER FORMERS FR,7,45.7814285714286,250
913000000894,F/ASS PERFECT KIDS & PLUS ,90,20,140
913000000222,F/ASS PERSONAL OPINION,3,40,190
913000000688,F/ASS PIA MONT CLIP-ON,1,40.9,450
913000001074,F/ASS PILOT F2,-1,0,250
913000000895,F/ASS PIRLO FR D,47,33.8679310344828,200
913000000067,F/ASS PITOL CLIP ON,6,50,250
913000000104,F/ASS PLAY BOY FR,9,115,450
913000000287,F/ASS POLEOPTIK,7,50,200
913000000741,F/ASS POLO ITALY FR,2,26.82625,250
913000000338,F/ASS POP EIGHTY FOUR,8,110,280
913000000016,F/ASS POPEYE,1855,42.0014986522911,210
913000000060,F/ASS PREMIATO EMPORIO KID,15,76,280
913000000607,F/ASS PRIMA VERA FR ITALY,5,19.562,540
913000000020,F/ASS PRINCES,5,50,280
913000000356,F/ASS PTITS GENIES,3,55,250
913000000897,F/ASS PURE & PURE TITAN,1,29.95,180
913000000729,F/ASS RAFELLO ITALY FR,5,26.824,250
913000001068,F/ASS R-DK F1,1,0,250
913000000977,F/ASS READSUN,6,12.2249333333333,325
913000000392,F/ASS RED BERRY FR,1,18.38,250
913000000227,F/ASS RENE LEZARD,3,75,350
913000001095,F/ASS RHODES,1,13.4445454545455,320
913000000262,F/ASS RIVIERA,1,60,290
913000000719,F/ASS ROBERTO CABRAS ITALY,2,27.1585714285714,250
913000000901,F/ASS ROBERTO MARTINI FR D,1,0,140
913000001086,F/ASS ROCCO F1,1,0,250
913000000599,F/ASS ROLLER BLADE FR ITAL,1,19.5625,600
913000000702,F/ASS ROLO ITALY FR,1,0,250
913000000216,F/ASS ROMANCE ITALY DESIGN,1,108,220
913000000902,F/ASS ROMANTIC & S.MAX F2,1,44.66,180
913000000299,F/ASS ROMEO GIGLI F2,3,63.65,720
913000000162,F/ASS ROSE,121,30,220
913000000059,F/ASS ROSSINI,100,92.4234782608696,400
913000000263,F/ASS ROVAN,-4,27.155,350
913000000739,F/ASS S.E.B.L ITALY FR,1,26.8655555555556,250
913000000065,F/ASS SABEL,78,62,220
913000000190,F/ASS SABEL SEVENTY,28,75,250
913000000144,F/ASS SAFILO FR D,17,16.5050909090909,250
913000000143,F/ASS SAFILO KID,5,40,250
913000000658,F/ASS SAPPHIRE FR D,6,18.105,250
913000000744,F/ASS SAVINI ITALY FR,2,26.825,250
913000001043,F/ASS SC F1,1,0,250
913000001050,F/ASS SEE F1,3,0,250
913000000753,F/ASS SEE PERFECT,198,35.6849934469201,340
913000001025,F/ASS SENATOR F1,5,0,250
913000000679,F/ASS SERENGENTI ITALY FR,3,26.8266666666667,250
913000000935,F/ASS SEVENTH STREET ITAL,4,615,1100
913000000397,F/ASS SGUARDI F1,3,40.9,420
913000000462,F/ASS SHARINIO FR D,1,16.72,250
913000001012,F/ASS SHOC,43,15.628275862069,250
913000000573,F/ASS SIGHT STUDENT ITALY ,3,42.67,290
913000001065,F/ASS SILVERON FI,1,0,250
913000000733,F/ASS SIMPLY BLUE ITALY FR,1,27.3547058823529,250
913000000014,F/ASS SKY LINE,15,90,240
913000000961,F/ASS SNOOPY ITALY FR,19,27.6975,250
913000000006,F/ASS SO STYLISH,126,49.6461940298508,250
913000001039,F/ASS SOLAIRE F1,1,0,250
913000000907,F/ASS SOLARRE & SOTTILE FR,1,38.75,140
913000000909,F/ASS SOPHIA F2 ,2,34,140
913000000908,F/ASS SPEXXX & SPIDER FR D,3,37,140
913000001044,F/ASS ST.DENVER,1,0,250
913000000988,F/ASS SUN SPORT D,9,18.0546153846154,280
913000000698,F/ASS SUNION ITALY FR,7,26.8254545454545,250
913000000649,F/ASS SUPER LINE FR ITALY,4,19.5625,620
913000000108,F/ASS SURVIVOR FR,22,26,250
913000001090,F/ASS SWAP F1,5,146.816,590
913000000936,F/ASS SWAROVSKI ITALY F2,5,138.5725,600
913000000910,F/ASS SWATCH & SWIDOO FR D,1,50.04,250
913000000706,F/ASS SWEDISH DESIGN ITALY,4,26.82,250
913000000253,F/ASS SWIMGLASS,7,20,29
913000000410,F/ASS SYLVIES FR,6,57.084,450
913000001084,F/ASS TAKE F1,1,0,250
913000000672,F/ASS TAO ITALY FR,6,26.325,250
913000000086,F/ASS TAXY,29,500,1000
913000000202,F/ASS TCDE CASTELBAJAE,1,50,220
913000001092,F/ASS THEO F1,6,146.815,420
913000000412,F/ASS THEO F2,7,57.0825,390
913000000295,F/ASS THIN OPTICS READING,25,60.5911111111111,150
913000000758,F/ASS TIFFANY F1 ITALY,9,19.565,350
913000000001,F/ASS TITANIUM CIGAR,3,209,520
913000000627,F/ASS TOMMY BHAMA FR ITALY,1,19.56,420
913000000525,F/ASS TOMS FR D,58,10,250
913000000241,F/ASS TONI GARD F2,3,80,220
